id,name,host_id,host_since,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,host_base_boston,host_verifications_'amex',host_verifications_'email',host_verifications_'facebook',host_verifications_'google',host_verifications_'jumio',host_verifications_'kba',host_verifications_'linkedin',host_verifications_'manual_offline',host_verifications_'manual_online',host_verifications_'phone',host_verifications_'reviews',host_verifications_'sent_id',host_verifications_'weibo',"amenities_""24-Hour Check-in""","amenities_""Air Conditioning""","amenities_""Buzzer/Wireless Intercom""","amenities_""Cable TV""","amenities_""Carbon Monoxide Detector""","amenities_""Elevator in Building""","amenities_""Family/Kid Friendly""","amenities_""Fire Extinguisher""","amenities_""First Aid Kit""","amenities_""Free Parking on Premises""","amenities_""Free Parking on Street""","amenities_""Hair Dryer""","amenities_""Hot Tub""","amenities_""Indoor Fireplace""","amenities_""Laptop Friendly Workspace""","amenities_""Lock on Bedroom Door""","amenities_""Other pet(s)""","amenities_""Paid Parking Off Premises""","amenities_""Pets Allowed""","amenities_""Pets live on this property""","amenities_""Safety Card""","amenities_""Smoke Detector""","amenities_""Smoking Allowed""","amenities_""Suitable for Events""","amenities_""Washer / Dryer""","amenities_""Wheelchair Accessible""","amenities_""Wireless Internet""","amenities_""translation missing: en.hosting_amenity_49""","amenities_""translation missing: en.hosting_amenity_50""",amenities_Breakfast,amenities_Cat(s),amenities_Dog(s),amenities_Doorman,amenities_Dryer,amenities_Essentials,amenities_Gym,amenities_Hangers,amenities_Heating,amenities_Internet,amenities_Iron,amenities_Kitchen,amenities_Pool,amenities_Shampoo,amenities_TV,amenities_Washer,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,host_is_superhost_t,host_has_profile_pic_t,host_identity_verified_t,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Private room,room_type_Shared room,instant_bookable_t,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,require_guest_profile_picture_t,require_guest_phone_verification_t
8402408,Room on Top - South End brownstone,44162105,2015-09-14,100%,96%,1.0,2.0,1.0,1.0,1.0,95.0,30.0,2.0,0.0,1.0,1125.0,57.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.3,True,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6780313,lovely sunny room in Boston,212445,2010-08-25,100%,98%,6.0,2.0,1.0,1.0,1.0,65.0,50.0,1.0,25.0,1.0,1125.0,18.0,83.0,9.0,8.0,9.0,9.0,7.0,8.0,3.0,1.23,False,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
8238311,C1.  2 XL Twins,28820575,2015-03-05,100%,100%,18.0,2.0,2.0,1.0,2.0,99.0,,1.0,0.0,1.0,180.0,80.0,88.0,9.0,9.0,9.0,9.0,8.0,9.0,11.0,6.7,True,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
13513696,2BR South End Splendor w/ Private Deck,48600417,2015-11-09,100%,100%,1.0,4.0,1.0,2.0,2.0,148.0,75.0,1.0,0.0,2.0,1125.0,0.0,,,,,,,,1.0,,False,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4568116,Brownstone Cozy Private Studio,11228809,2014-01-12,100%,100%,6.0,2.0,1.0,1.0,1.0,135.0,25.0,1.0,30.0,2.0,1125.0,163.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,6.0,7.41,True,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11300899,Studio Apartment with views,36982379,2015-06-28,100%,86%,1.0,2.0,1.0,1.0,2.0,100.0,,1.0,30.0,1.0,1125.0,15.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,3.72,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6780300,Large Sunny room in Boston,212445,2010-08-25,100%,98%,6.0,2.0,1.0,1.0,1.0,65.0,50.0,1.0,25.0,3.0,180.0,9.0,84.0,9.0,9.0,10.0,10.0,8.0,9.0,3.0,0.65,False,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
14668441,Cozy 1 bdrm w| off street parking,56709480,2016-01-30,,,1.0,4.0,1.0,1.0,2.0,140.0,,1.0,0.0,1.0,1125.0,0.0,,,,,,,,1.0,,True,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14813006,MODERN 3BR/2B apartment near Fenway!,19966591,2014-08-13,100%,100%,6.0,14.0,2.0,3.0,9.0,536.0,125.0,12.0,15.0,1.0,1125.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,False,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8172380,B1. Cozy in the heart of Boston.,28820575,2015-03-05,100%,100%,18.0,2.0,2.0,1.0,1.0,99.0,,1.0,0.0,1.0,180.0,87.0,88.0,9.0,9.0,9.0,9.0,8.0,9.0,11.0,7.33,True,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
13054720,Northeastern/South End Brownstone,72272410,2016-05-16,100%,100%,1.0,2.0,1.0,1.0,1.0,135.0,40.0,2.0,50.0,1.0,6.0,32.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,10.21,True,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11907764,"Private Room, Free Parking!",34532779,2015-05-29,100%,99%,2.0,4.0,1.0,1.0,2.0,89.0,9.0,1.0,19.0,1.0,1125.0,42.0,82.0,9.0,9.0,10.0,9.0,8.0,9.0,2.0,8.29,True,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
8319253,Comfy Room (B) On A Scenic Hill,43078666,2015-09-01,90%,80%,3.0,2.0,1.0,1.0,1.0,100.0,,1.0,80.0,1.0,1125.0,2.0,80.0,8.0,10.0,10.0,10.0,10.0,8.0,3.0,0.18,True,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60029,Room in geographical heart of Hub ,255183,2010-10-06,92%,96%,5.0,1.0,1.0,1.0,1.0,75.0,,1.0,15.0,2.0,1125.0,112.0,95.0,9.0,9.0,10.0,10.0,8.0,9.0,5.0,1.62,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1403408,Big Boston room,255183,2010-10-06,92%,96%,5.0,2.0,0.0,1.0,1.0,90.0,,1.0,30.0,2.0,1125.0,12.0,100.0,9.0,9.0,10.0,10.0,8.0,9.0,5.0,0.32,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
9614024,Beautiful Studio Apt- Symphony area,15730792,2014-05-19,100%,77%,1.0,2.0,1.0,0.0,1.0,94.0,20.0,1.0,0.0,2.0,61.0,8.0,70.0,9.0,8.0,10.0,9.0,9.0,8.0,1.0,4.0,True,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14414473,Modern living in a conveniently located brownstone,5654336,2013-03-27,100%,100%,1.0,2.0,1.0,1.0,1.0,125.0,50.0,1.0,0.0,2.0,1125.0,4.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,4.0,False,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12627225,Local BedNBreakfast Mins 2 Dwntown,64824435,2016-03-28,96%,100%,3.0,2.0,,1.0,,60.0,15.0,1.0,20.0,1.0,1125.0,10.0,58.0,6.0,5.0,8.0,8.0,5.0,6.0,3.0,5.45,False,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
8153848,C2. Middle of Boston,28820575,2015-03-05,100%,100%,18.0,2.0,2.0,1.0,2.0,99.0,10.0,1.0,0.0,1.0,180.0,81.0,86.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,6.62,True,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
4205641,Artist Studio in SoWa.,12685813,2014-03-01,100%,100%,1.0,4.0,1.0,0.0,2.0,100.0,15.0,1.0,22.0,1.0,13.0,46.0,85.0,9.0,9.0,9.0,10.0,8.0,9.0,1.0,2.13,True,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9415712,Room w/ Desk Near T Stops/I95/Boston Logan Airport,42698490,2015-08-27,100%,100%,2.0,2.0,1.0,1.0,1.0,92.0,,1.0,0.0,1.0,1125.0,1.0,80.0,10.0,8.0,10.0,10.0,4.0,10.0,2.0,1.0,True,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9694218,1 Bdr Apt on Boston's Fort Hill,50065477,2015-11-28,100%,100%,1.0,4.0,1.0,1.0,1.0,100.0,30.0,4.0,25.0,2.0,1125.0,55.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,7.75,True,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12857811,Local BednBreakfast Nxt 2 Dwntown,64824435,2016-03-28,96%,100%,3.0,2.0,,1.0,,60.0,15.0,1.0,20.0,1.0,1125.0,14.0,62.0,7.0,5.0,8.0,8.0,5.0,6.0,3.0,4.62,False,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
6080461,$155* L@@K* Cozy Studio Suite! 1.5 miles to center,28662210,2015-03-03,100%,68%,3.0,4.0,1.0,0.0,2.0,170.0,70.0,2.0,5.0,3.0,1125.0,13.0,97.0,10.0,10.0,10.0,10.0,8.0,10.0,3.0,0.78,True,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13298137,"Small Rm, Renovated House, EZ to Downtown/Longwood",18517776,2014-07-21,93%,57%,17.0,1.0,1.0,1.0,1.0,33.0,50.0,1.0,0.0,30.0,1125.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,1.0,True,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
14428517,Private third floor walk-up: Room 2,3875741,2012-10-15,95%,56%,5.0,2.0,1.0,1.0,1.0,75.0,50.0,1.0,0.0,2.0,1125.0,0.0,,,,,,,,5.0,,True,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13379155,Private room in Boston,76032537,2016-06-05,100%,89%,1.0,1.0,1.0,1.0,1.0,52.0,10.0,1.0,0.0,1.0,1125.0,3.0,80.0,9.0,7.0,10.0,10.0,9.0,8.0,1.0,1.11,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10249798,2nd floor room in Victorian House,26062958,2015-01-13,100%,50%,2.0,1.0,1.0,1.0,1.0,78.0,30.0,1.0,25.0,2.0,1125.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0,True,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
7825327,Brown Stone Apt #4near Northeastern,14785487,2014-04-27,100%,100%,7.0,8.0,2.0,3.0,5.0,350.0,200.0,5.0,20.0,5.0,1125.0,9.0,78.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0,0.8,True,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12756776,Wonderful Boston apartment- 8 people,39932301,2015-07-29,100%,67%,2.0,8.0,1.0,3.0,4.0,236.0,100.0,6.0,50.0,1.0,1125.0,5.0,88.0,9.0,8.0,9.0,10.0,8.0,8.0,1.0,2.83,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1550047,Desirable 3 Bed/2 Bath in South End,1444340,2011-11-26,98%,68%,24.0,7.0,2.0,3.0,3.0,330.0,125.0,1.0,0.0,2.0,1125.0,60.0,85.0,9.0,9.0,9.0,8.0,9.0,9.0,24.0,1.65,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5269216,3 bedroom Garden Apt in South End,1444340,2011-11-26,98%,68%,24.0,6.0,2.0,3.0,3.0,300.0,125.0,1.0,0.0,2.0,1125.0,43.0,88.0,9.0,10.0,10.0,9.0,9.0,9.0,24.0,2.35,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9166393,Spacious room close to T-Station,20224115,2014-08-18,,,1.0,2.0,1.0,1.0,1.0,60.0,20.0,1.0,15.0,1.0,1125.0,1.0,100.0,,10.0,,10.0,,,1.0,0.1,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
11656698,Spacious 2 bedroom Apartment.,8898973,2013-09-17,80%,86%,1.0,4.0,1.0,2.0,2.0,150.0,,4.0,25.0,2.0,30.0,44.0,94.0,10.0,10.0,10.0,9.0,9.0,10.0,1.0,7.67,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9362821,Welcome Home,48584100,2015-11-09,100%,100%,1.0,2.0,1.0,1.0,1.0,83.0,,1.0,0.0,1.0,1125.0,54.0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,5.45,True,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
